Key,Username,Version,List,list_type,Human,Lev0,Lev1,Lev2,Lev3,Lev4,Lev5
PINT,A2S00V7RUU,C,4,Unrel,1,1,1,1,1,1,1
QUICHE,A2S00V7RUU,C,4,Unrel,0,0,0,0,0,0,0
SOLAR,A2S00V7RUU,C,4,Unrel,1,1,1,1,1,1,1
VALVE,A2S00V7RUU,C,4,Unrel,1,1,1,1,1,1,1
VAPOR,A2S00V7RUU,C,4,Unrel,1,1,1,1,1,1,1
AVENUE,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
BLAZE,A2V27A9GA1NR2,D,1,Unrel,0,0,0,0,0,0,0
CANYON,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
CELLOPHANE,A2V27A9GA1NR2,D,1,Unrel,0,0,0,0,0,0,0
CEREAL,A2V27A9GA1NR2,D,1,Unrel,0,0,0,0,0,0,0
DETOUR,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
DWARF,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
FLURRY,A2V27A9GA1NR2,D,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
GIN,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
GONG,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
JAR,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
JOKE,A2V27A9GA1NR2,D,1,Unrel,0,0,0,0,0,0,0
KISS,A2V27A9GA1NR2,D,1,Unrel,0,0,0,0,0,0,0
LANCE,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
MARSH,A2V27A9GA1NR2,D,1,Unrel,0,0,0,0,0,0,0
WINCH,A2V27A9GA1NR2,D,1,Unrel,0,0,0,0,0,0,0
WINNER,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
WORKSHOP,A2V27A9GA1NR2,D,1,Unrel,0,1,1,1,1,1,1
WRAP,A2V27A9GA1NR2,D,1,Unrel,1,1,1,1,1,1,1
ANVIL,A2V27A9GA1NR2,D,6,Unrel,0,0,0,0,0,0,0
BLISTER,A2V27A9GA1NR2,D,6,Unrel,0,0,0,0,0,0,0
BOULDER,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
BROTH,A2V27A9GA1NR2,D,6,Unrel,0,0,0,0,0,0,0
CLASS,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
DAY,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
DOWEL,A2V27A9GA1NR2,D,6,Unrel,0,0,0,0,0,0,0
FOUL,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
IRON,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
JACKPOT,A2V27A9GA1NR2,D,6,Unrel,0,0,0,0,0,0,0
JAZZ,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
KNOCK,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
LADDER,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
LANDMARK,A2V27A9GA1NR2,D,6,Unrel,0,0,0,0,0,0,0
LASER,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
MASCOT,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
MAUVE,A2V27A9GA1NR2,D,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A2V27A9GA1NR2,D,6,Unrel,0,0,0,0,0,0,0
WIZARD,A2V27A9GA1NR2,D,6,Unrel,1,1,1,1,1,1,1
ZONE,A2V27A9GA1NR2,D,6,Unrel,NA,1,1,1,1,1,1
ACRE,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
BISHOP,A2VUAAJHX6ROS9,C,3,Unrel,0,0,0,0,0,0,0
CANDY,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
CANTEEN,A2VUAAJHX6ROS9,C,3,Unrel,0,0,0,0,0,0,0
DEBT,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
DESERT,A2VUAAJHX6ROS9,C,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A2VUAAJHX6ROS9,C,3,Unrel,0,0,0,0,0,0,0
EPISODE,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
HARVEST,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
HELMET,A2VUAAJHX6ROS9,C,3,Unrel,0,0,0,0,0,0,0
HERMIT,A2VUAAJHX6ROS9,C,3,Unrel,0,0,0,0,0,0,0
INDEX,A2VUAAJHX6ROS9,C,3,Unrel,0,0,0,0,0,0,0
JAM,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
KEG,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
LANTERN,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
MANUAL,A2VUAAJHX6ROS9,C,3,Unrel,0,0,0,0,0,0,0
METEOR,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
ORPHAN,A2VUAAJHX6ROS9,C,3,Unrel,0,0,0,0,0,0,0
WAX,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
WHALE,A2VUAAJHX6ROS9,C,3,Unrel,1,1,1,1,1,1,1
ACORN,A2VUAAJHX6ROS9,C,4,Unrel,0,0,0,0,0,0,0
ANGEL,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
BLOSSOM,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
CANE,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
CANOE,A2VUAAJHX6ROS9,C,4,Unrel,0,0,0,0,0,0,0
CANON,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
CREST,A2VUAAJHX6ROS9,C,4,Unrel,0,0,0,0,0,0,0
DENTIST,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
FARM,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
FUNK,A2VUAAJHX6ROS9,C,4,Unrel,0,0,0,0,0,0,0
INFANT,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
KEROSENE,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
MATH,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
NUGGET,A2VUAAJHX6ROS9,C,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
PINT,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
QUICHE,A2VUAAJHX6ROS9,C,4,Unrel,0,0,0,0,0,0,0
SOLAR,A2VUAAJHX6ROS9,C,4,Unrel,1,1,1,1,1,1,1
VALVE,A2VUAAJHX6ROS9,C,4,Unrel,0,0,0,0,0,0,0
VAPOR,A2VUAAJHX6ROS9,C,4,Unrel,0,0,0,0,0,0,0
AVENUE,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
BLAZE,A2WYCY1FMQOD5F,D,1,Unrel,1,1,1,1,1,1,1
CANYON,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A2WYCY1FMQOD5F,D,1,Unrel,1,1,1,1,1,1,1
CEREAL,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
DETOUR,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
DWARF,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
FLURRY,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
GIN,A2WYCY1FMQOD5F,D,1,Unrel,1,1,1,1,1,1,1
GONG,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
JAR,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
JOKE,A2WYCY1FMQOD5F,D,1,Unrel,1,1,1,1,1,1,1
KISS,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
LANCE,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
MARSH,A2WYCY1FMQOD5F,D,1,Unrel,1,1,1,1,1,1,1
WINCH,A2WYCY1FMQOD5F,D,1,Unrel,1,1,1,1,1,1,1
WINNER,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A2WYCY1FMQOD5F,D,1,Unrel,1,1,1,1,1,1,1
WRAP,A2WYCY1FMQOD5F,D,1,Unrel,0,0,0,0,0,0,0
ANVIL,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
BLISTER,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
BOULDER,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
BROTH,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
CLASS,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
DAY,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
DOWEL,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
FOUL,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
IRON,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
JACKPOT,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
JAZZ,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
KNOCK,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
LADDER,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
LANDMARK,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
LASER,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
MASCOT,A2WYCY1FMQOD5F,D,6,Unrel,1,1,1,1,1,1,1
MAUVE,A2WYCY1FMQOD5F,D,6,Unrel,1,1,1,1,1,1,1
WINDSHIELD,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
WIZARD,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
ZONE,A2WYCY1FMQOD5F,D,6,Unrel,0,0,0,0,0,0,0
AVENUE,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
BLAZE,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
CANYON,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A2XBRIR84FM,B,1,Unrel,1,1,1,1,1,1,1
CEREAL,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
DETOUR,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
DWARF,A2XBRIR84FM,B,1,Unrel,1,1,1,1,1,1,1
FLURRY,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
GIN,A2XBRIR84FM,B,1,Unrel,1,1,1,1,1,1,1
GONG,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
JAR,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
JOKE,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
KISS,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
LANCE,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
MARSH,A2XBRIR84FM,B,1,Unrel,1,1,1,1,1,1,1
WINCH,A2XBRIR84FM,B,1,Unrel,1,1,1,1,1,1,1
WINNER,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A2XBRIR84FM,B,1,Unrel,0,0,0,0,0,0,0
WRAP,A2XBRIR84FM,B,1,Unrel,1,1,1,1,1,1,1
ANVIL,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
BLISTER,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
BOULDER,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
BROTH,A2XBRIR84FM,B,6,Unrel,1,1,1,1,1,1,1
CLASS,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
DAY,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
DOWEL,A2XBRIR84FM,B,6,Unrel,1,1,1,1,1,1,1
FOUL,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
IRON,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
JACKPOT,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
JAZZ,A2XBRIR84FM,B,6,Unrel,1,1,1,1,1,1,1
KNOCK,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
LADDER,A2XBRIR84FM,B,6,Unrel,1,1,1,1,1,1,1
LANDMARK,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
LASER,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
MASCOT,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
MAUVE,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
WIZARD,A2XBRIR84FM,B,6,Unrel,1,1,1,1,1,1,1
ZONE,A2XBRIR84FM,B,6,Unrel,0,0,0,0,0,0,0
AVENUE,A2XRKDUZM4,F,1,Unrel,0,0,0,0,0,0,0
BLAZE,A2XRKDUZM4,F,1,Unrel,0,0,0,0,0,0,0
CANYON,A2XRKDUZM4,F,1,Unrel,0,0,0,1,1,1,1
CELLOPHANE,A2XRKDUZM4,F,1,Unrel,0,0,0,1,1,1,1
CEREAL,A2XRKDUZM4,F,1,Unrel,0,0,0,0,0,0,0
DETOUR,A2XRKDUZM4,F,1,Unrel,0,1,1,1,1,1,1
DWARF,A2XRKDUZM4,F,1,Unrel,0,1,1,1,1,1,1
FLURRY,A2XRKDUZM4,F,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A2XRKDUZM4,F,1,Unrel,0,0,0,1,1,1,1
GIN,A2XRKDUZM4,F,1,Unrel,0,0,0,1,1,1,1
GONG,A2XRKDUZM4,F,1,Unrel,0,0,0,0,0,0,0
JAR,A2XRKDUZM4,F,1,Unrel,0,0,0,0,0,0,0
JOKE,A2XRKDUZM4,F,1,Unrel,0,1,1,1,1,1,1
KISS,A2XRKDUZM4,F,1,Unrel,0,1,1,1,1,1,1
LANCE,A2XRKDUZM4,F,1,Unrel,0,0,0,1,1,1,1
MARSH,A2XRKDUZM4,F,1,Unrel,0,0,0,0,0,0,0
WINCH,A2XRKDUZM4,F,1,Unrel,0,0,0,1,1,1,1
WINNER,A2XRKDUZM4,F,1,Unrel,0,0,0,1,1,1,1
WORKSHOP,A2XRKDUZM4,F,1,Unrel,0,1,1,1,1,1,1
WRAP,A2XRKDUZM4,F,1,Unrel,0,0,0,0,0,0,0
ANVIL,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
BLISTER,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
BOULDER,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
BROTH,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
CLASS,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
DAY,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
DOWEL,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
FOUL,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
IRON,A2XRKDUZM4,F,6,Unrel,1,1,1,1,1,1,1
JACKPOT,A2XRKDUZM4,F,6,Unrel,1,1,1,1,1,1,1
JAZZ,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
KNOCK,A2XRKDUZM4,F,6,Unrel,1,1,1,1,1,1,1
LADDER,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
LANDMARK,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
LASER,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
MASCOT,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
MAUVE,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A2XRKDUZM4,F,6,Unrel,1,1,1,1,1,1,1
WIZARD,A2XRKDUZM4,F,6,Unrel,1,1,1,1,1,1,1
ZONE,A2XRKDUZM4,F,6,Unrel,0,0,0,0,0,0,0
ACRE,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
BISHOP,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
CANDY,A2Y749JOXM6TIy,A,3,Unrel,1,1,1,1,1,1,1
CANTEEN,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
DEBT,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
DESERT,A2Y749JOXM6TIy,A,3,Unrel,1,1,1,1,1,1,1
EMPRESS,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
EPISODE,A2Y749JOXM6TIy,A,3,Unrel,1,1,1,1,1,1,1
HARVEST,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
HELMET,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
HERMIT,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
INDEX,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
JAM,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
KEG,A2Y749JOXM6TIy,A,3,Unrel,1,1,1,1,1,1,1
LANTERN,A2Y749JOXM6TIy,A,3,Unrel,1,1,1,1,1,1,1
MANUAL,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
METEOR,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
ORPHAN,A2Y749JOXM6TIy,A,3,Unrel,0,0,0,0,0,0,0
WAX,A2Y749JOXM6TIy,A,3,Unrel,1,1,1,1,1,1,1
WHALE,A2Y749JOXM6TIy,A,3,Unrel,1,1,1,1,1,1,1
ACORN,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
ANGEL,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
BLOSSOM,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
CANE,A2Y749JOXM6TIy,A,4,Unrel,1,1,1,1,1,1,1
CANOE,A2Y749JOXM6TIy,A,4,Unrel,1,1,1,1,1,1,1
CANON,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
CREST,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
DENTIST,A2Y749JOXM6TIy,A,4,Unrel,1,1,1,1,1,1,1
FARM,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
FUNK,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
INFANT,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
KEROSENE,A2Y749JOXM6TIy,A,4,Unrel,1,1,1,1,1,1,1
MATH,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
NUGGET,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
PINT,A2Y749JOXM6TIy,A,4,Unrel,1,1,1,1,1,1,1
QUICHE,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
SOLAR,A2Y749JOXM6TIy,A,4,Unrel,1,1,1,1,1,1,1
VALVE,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
VAPOR,A2Y749JOXM6TIy,A,4,Unrel,0,0,0,0,0,0,0
AVENUE,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
BLAZE,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
CANYON,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A2YI7SHAUE3JLU,F,1,Unrel,1,1,1,1,1,1,1
CEREAL,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
DETOUR,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
DWARF,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
FLURRY,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
GIN,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
GONG,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
JAR,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
JOKE,A2YI7SHAUE3JLU,F,1,Unrel,1,1,1,1,1,1,1
KISS,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
LANCE,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
MARSH,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
WINCH,A2YI7SHAUE3JLU,F,1,Unrel,1,1,1,1,1,1,1
WINNER,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A2YI7SHAUE3JLU,F,1,Unrel,0,0,0,0,0,0,0
WRAP,A2YI7SHAUE3JLU,F,1,Unrel,1,1,1,1,1,1,1
ANVIL,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
BLISTER,A2YI7SHAUE3JLU,F,6,Unrel,1,1,1,1,1,1,1
BOULDER,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
BROTH,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
CLASS,A2YI7SHAUE3JLU,F,6,Unrel,1,1,1,1,1,1,1
DAY,A2YI7SHAUE3JLU,F,6,Unrel,1,1,1,1,1,1,1
DOWEL,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
FOUL,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
IRON,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
JACKPOT,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
JAZZ,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
KNOCK,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
LADDER,A2YI7SHAUE3JLU,F,6,Unrel,1,1,1,1,1,1,1
LANDMARK,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
LASER,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
MASCOT,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
MAUVE,A2YI7SHAUE3JLU,F,6,Unrel,1,1,1,1,1,1,1
WINDSHIELD,A2YI7SHAUE3JLU,F,6,Unrel,1,1,1,1,1,1,1
WIZARD,A2YI7SHAUE3JLU,F,6,Unrel,0,0,0,0,0,0,0
ZONE,A2YI7SHAUE3JLU,F,6,Unrel,1,1,1,1,1,1,1
ACRE,A2YKW761AK,A,3,Unrel,1,1,1,1,1,1,1
BISHOP,A2YKW761AK,A,3,Unrel,1,1,1,1,1,1,1
CANDY,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
CANTEEN,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
DEBT,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
DESERT,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A2YKW761AK,A,3,Unrel,1,1,1,1,1,1,1
EPISODE,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
HARVEST,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
HELMET,A2YKW761AK,A,3,Unrel,1,1,1,1,1,1,1
HERMIT,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
INDEX,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
JAM,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
KEG,A2YKW761AK,A,3,Unrel,1,1,1,1,1,1,1
LANTERN,A2YKW761AK,A,3,Unrel,1,1,1,1,1,1,1
MANUAL,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
METEOR,A2YKW761AK,A,3,Unrel,1,1,1,1,1,1,1
ORPHAN,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
WAX,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
WHALE,A2YKW761AK,A,3,Unrel,0,0,0,0,0,0,0
ACORN,A2YKW761AK,A,4,Unrel,0,0,0,0,0,0,0
ANGEL,A2YKW761AK,A,4,Unrel,1,1,1,1,1,1,1
BLOSSOM,A2YKW761AK,A,4,Unrel,1,1,1,1,1,1,1
CANE,A2YKW761AK,A,4,Unrel,1,1,1,1,1,1,1
CANOE,A2YKW761AK,A,4,Unrel,1,1,1,1,1,1,1
CANON,A2YKW761AK,A,4,Unrel,1,1,1,1,1,1,1
CREST,A2YKW761AK,A,4,Unrel,0,0,0,0,0,0,0
DENTIST,A2YKW761AK,A,4,Unrel,1,1,1,1,1,1,1
FARM,A2YKW761AK,A,4,Unrel,1,1,1,1,1,1,1
FUNK,A2YKW761AK,A,4,Unrel,0,0,0,0,0,0,0
INFANT,A2YKW761AK,A,4,Unrel,1,1,1,1,1,1,1
KEROSENE,A2YKW761AK,A,4,Unrel,0,0,0,0,0,0,0
MATH,A2YKW761AK,A,4,Unrel,1,1,1,1,1,1,1
NUGGET,A2YKW761AK,A,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A2YKW761AK,A,4,Unrel,0,0,0,0,0,0,0
PINT,A2YKW761AK,A,4,Unrel,0,0,0,0,0,0,0
QUICHE,A2YKW761AK,A,4,Unrel,0,0,0,0,0,0,0
SOLAR,A2YKW761AK,A,4,Unrel,0,0,0,0,0,0,0
VALVE,A2YKW761AK,A,4,Unrel,0,0,0,0,0,0,0
VAPOR,A2YKW761AK,A,4,Unrel,1,1,1,1,1,1,1
ACRE,A30V1UH00M,A,3,Unrel,1,1,1,1,1,1,1
BISHOP,A30V1UH00M,A,3,Unrel,0,0,0,0,0,0,0
CANDY,A30V1UH00M,A,3,Unrel,0,0,0,0,0,0,0
CANTEEN,A30V1UH00M,A,3,Unrel,0,0,0,0,0,0,0
DEBT,A30V1UH00M,A,3,Unrel,1,1,1,1,1,1,1
DESERT,A30V1UH00M,A,3,Unrel,1,1,1,1,1,1,1
EMPRESS,A30V1UH00M,A,3,Unrel,0,0,0,0,0,0,0
EPISODE,A30V1UH00M,A,3,Unrel,0,0,0,0,0,0,0
HARVEST,A30V1UH00M,A,3,Unrel,1,1,1,1,1,1,1
HELMET,A30V1UH00M,A,3,Unrel,1,1,1,1,1,1,1
HERMIT,A30V1UH00M,A,3,Unrel,0,0,0,0,0,0,0
INDEX,A30V1UH00M,A,3,Unrel,1,1,1,1,1,1,1
JAM,A30V1UH00M,A,3,Unrel,1,1,1,1,1,1,1
