Responses,position,Sub.ID,List_number,Answer,Lev0,Lev1,Lev2,Lev3,Lev4,Lev5
officer,5,AZ57C58RDAMJF,3,officer,1,1,1,1,1,1
officer,11,A3NLXFU5MR0JSR,3,officer,1,1,1,1,1,1
officer,13,A3Q0QELQPXR8QS,3,officer,1,1,1,1,1,1
officer,10,A3KVFSHZ2EL0WX,3,officer,1,1,1,1,1,1
officer,12,A32JHON6BQQK90,3,officer,1,1,1,1,1,1
pistol,10,A3Q0QELQPXR8QS,3,pistol,1,1,1,1,1,1
pistol,11,A32JHON6BQQK90,3,pistol,1,1,1,1,1,1
pistol,3,A2HHQFXZDKMGAN,3,pistol,1,1,1,1,1,1
pistol,1,A3Z8J9G2CIQ0U,3,pistol,1,1,1,1,1,1
pistol,10,A1GXFMAC759VRM,3,pistol,1,1,1,1,1,1
pistol,1,A3KVFSHZ2EL0WX,3,pistol,1,1,1,1,1,1
pistol,16,A3RQN5RZD1N2KP,3,pistol,1,1,1,1,1,1
pistol,3,A14QSZG9TSDO3Z,3,pistol,1,1,1,1,1,1
pistol,7,A1HN2W2M73O741,3,pistol,1,1,1,1,1,1
pistol,12,AJ3GCO6WRY31J,3,pistol,1,1,1,1,1,1
prisoner,6,A1GXFMAC759VRM,3,NA,0,0,0,0,0,1
security,19,A3Q0QELQPXR8QS,3,NA,0,0,0,0,0,0
shackels,10,A32JHON6BQQK90,3,NA,0,0,1,1,1,1
shackle,5,A14QSZG9TSDO3Z,3,shackle,1,1,1,1,1,1
shackle,4,A3NLXFU5MR0JSR,3,shackle,1,1,1,1,1,1
shackle,7,AD4ALUT6LXXBU,3,shackle,1,1,1,1,1,1
shackle,2,A2C39KTRMOM1XZ,3,shackle,1,1,1,1,1,1
shackle,7,A1SWLR0UPOFRCW,3,shackle,1,1,1,1,1,1
shackles,14,A3Q0QELQPXR8QS,3,NA,0,1,1,1,1,1
tattoo,2,A3NLXFU5MR0JSR,3,tattoo,1,1,1,1,1,1
tattoo,10,A1SWLR0UPOFRCW,3,tattoo,1,1,1,1,1,1
tattoo,14,A3RQN5RZD1N2KP,3,tattoo,1,1,1,1,1,1
tattoo,8,A1HN2W2M73O741,3,tattoo,1,1,1,1,1,1
tattoo,15,A3Q0QELQPXR8QS,3,tattoo,1,1,1,1,1,1
tattoo,5,A2HHQFXZDKMGAN,3,tattoo,1,1,1,1,1,1
tattoo,5,A3KVFSHZ2EL0WX,3,tattoo,1,1,1,1,1,1
tattoo,4,AJ3GCO6WRY31J,3,tattoo,1,1,1,1,1,1
tattoo,5,A32JHON6BQQK90,3,tattoo,1,1,1,1,1,1
tattoo,4,A1GXFMAC759VRM,3,tattoo,1,1,1,1,1,1
tattoo,9,AZ57C58RDAMJF,3,tattoo,1,1,1,1,1,1
tattoo,8,A14QSZG9TSDO3Z,3,tattoo,1,1,1,1,1,1
tattoo,10,AY0BJCGY2DHIX,3,tattoo,1,1,1,1,1,1
tattoo,7,A2XBRIR84FMHGR,3,tattoo,1,1,1,1,1,1
tower,2,A18MC27WTCEBA2,3,tower,1,1,1,1,1,1
tower,2,A32JHON6BQQK90,3,tower,1,1,1,1,1,1
tower,13,AY0BJCGY2DHIX,3,tower,1,1,1,1,1,1
tower,8,A1GXFMAC759VRM,3,tower,1,1,1,1,1,1
tower,4,A2HHQFXZDKMGAN,3,tower,1,1,1,1,1,1
tower,6,A3RQN5RZD1N2KP,3,tower,1,1,1,1,1,1
tower,5,A2XBRIR84FMHGR,3,tower,1,1,1,1,1,1
tower,6,A1HN2W2M73O741,3,tower,1,1,1,1,1,1
tower,1,A14QSZG9TSDO3Z,3,tower,1,1,1,1,1,1
tower,9,AJ3GCO6WRY31J,3,tower,1,1,1,1,1,1
tower,12,A3NLXFU5MR0JSR,3,tower,1,1,1,1,1,1
tower,7,A3Q0QELQPXR8QS,3,tower,1,1,1,1,1,1
weight,3,A2C39KTRMOM1XZ,3,NA,0,1,1,1,1,1
weight,2,A2HHQFXZDKMGAN,3,NA,0,1,1,1,1,1
weights,1,A2XBRIR84FMHGR,3,weights,1,1,1,1,1,1
weights,14,AY0BJCGY2DHIX,3,weights,1,1,1,1,1,1
weights,6,A32JHON6BQQK90,3,weights,1,1,1,1,1,1
weights,5,A3Q0QELQPXR8QS,3,weights,1,1,1,1,1,1
weights,7,A14QSZG9TSDO3Z,3,weights,1,1,1,1,1,1
weights,2,A2JA8QB8PGYGHJ,3,weights,1,1,1,1,1,1
weights,5,A3RQN5RZD1N2KP,3,weights,1,1,1,1,1,1
weights,13,A1SWLR0UPOFRCW,3,weights,1,1,1,1,1,1
weights,5,AD4ALUT6LXXBU,3,weights,1,1,1,1,1,1
baracks,1,AD4ALUT6LXXBU,4,NA,0,1,1,1,1,1
barrack,4,AJ3GCO6WRY31J,4,NA,0,1,1,1,1,1
barrack,7,A2C39KTRMOM1XZ,4,NA,0,1,1,1,1,1
barracks,3,A32JHON6BQQK90,4,barracks,1,1,1,1,1,1
barracks,11,A3Z8J9G2CIQ0U,4,barracks,1,1,1,1,1,1
barracks,7,A2HHQFXZDKMGAN,4,barracks,1,1,1,1,1,1
barracks,6,A2XBRIR84FMHGR,4,barracks,1,1,1,1,1,1
barracks,6,A1HN2W2M73O741,4,barracks,1,1,1,1,1,1
barracks,12,A3NLXFU5MR0JSR,4,barracks,1,1,1,1,1,1
barracks,5,A3Q0QELQPXR8QS,4,barracks,1,1,1,1,1,1
barracks,1,A2JA8QB8PGYGHJ,4,barracks,1,1,1,1,1,1
boathouse,5,A18MC27WTCEBA2,4,NA,0,0,0,1,1,1
building,2,A32JHON6BQQK90,4,building,1,1,1,1,1,1
building,9,AZ57C58RDAMJF,4,building,1,1,1,1,1,1
building,9,A1SWLR0UPOFRCW,4,building,1,1,1,1,1,1
building,3,AY0BJCGY2DHIX,4,building,1,1,1,1,1,1
building,3,A3Q0QELQPXR8QS,4,building,1,1,1,1,1,1
building,5,A3Z8J9G2CIQ0U,4,building,1,1,1,1,1,1
building,1,AJ3GCO6WRY31J,4,building,1,1,1,1,1,1
building,4,A3RQN5RZD1N2KP,4,building,1,1,1,1,1,1
building,9,A1HN2W2M73O741,4,building,1,1,1,1,1,1
bungalo,8,A3Q0QELQPXR8QS,4,NA,0,1,1,1,1,1
bungalow,16,A32JHON6BQQK90,4,bungalow,1,1,1,1,1,1
bungalow,3,AJ3GCO6WRY31J,4,bungalow,1,1,1,1,1,1
bungalow,7,A14QSZG9TSDO3Z,4,bungalow,1,1,1,1,1,1
bungalow,6,A18MC27WTCEBA2,4,bungalow,1,1,1,1,1,1
bungalow,11,A1SWLR0UPOFRCW,4,bungalow,1,1,1,1,1,1
bungalow,7,A1GXFMAC759VRM,4,bungalow,1,1,1,1,1,1
bungalow,1,A3KVFSHZ2EL0WX,4,bungalow,1,1,1,1,1,1
bungalow,11,A14QSZG9TSDO3Z,4,bungalow,1,1,1,1,1,1
bungalow,13,AY0BJCGY2DHIX,4,bungalow,1,1,1,1,1,1
bungalow,8,A3NLXFU5MR0JSR,4,bungalow,1,1,1,1,1,1
bunglow,2,A3Z8J9G2CIQ0U,4,NA,0,1,1,1,1,1
castle,10,A32JHON6BQQK90,4,castle,1,1,1,1,1,1
castle,7,AY0BJCGY2DHIX,4,castle,1,1,1,1,1,1
castle,9,AD4ALUT6LXXBU,4,castle,1,1,1,1,1,1
castle,5,A3NLXFU5MR0JSR,4,castle,1,1,1,1,1,1
castle,1,A1HN2W2M73O741,4,castle,1,1,1,1,1,1
castle,5,A3RQN5RZD1N2KP,4,castle,1,1,1,1,1,1
castle,1,AZ57C58RDAMJF,4,castle,1,1,1,1,1,1
castle,3,A1SWLR0UPOFRCW,4,castle,1,1,1,1,1,1
castle,7,A3Z8J9G2CIQ0U,4,castle,1,1,1,1,1,1
castle,9,A1GXFMAC759VRM,4,castle,1,1,1,1,1,1
castle,10,A3KVFSHZ2EL0WX,4,castle,1,1,1,1,1,1
castle,7,A2JA8QB8PGYGHJ,4,castle,1,1,1,1,1,1
castle,2,AJ3GCO6WRY31J,4,castle,1,1,1,1,1,1
condo,10,A2HHQFXZDKMGAN,4,NA,0,0,0,0,1,1
cottage,3,A2XBRIR84FMHGR,4,cottage,1,1,1,1,1,1
cottage,15,A32JHON6BQQK90,4,cottage,1,1,1,1,1,1
cottage,4,A2JA8QB8PGYGHJ,4,cottage,1,1,1,1,1,1
cottage,5,A1GXFMAC759VRM,4,cottage,1,1,1,1,1,1
cottage,15,A3RQN5RZD1N2KP,4,cottage,1,1,1,1,1,1
cottage,14,A1HN2W2M73O741,4,cottage,1,1,1,1,1,1
cottage,10,A2C39KTRMOM1XZ,4,cottage,1,1,1,1,1,1
cottage,12,AY0BJCGY2DHIX,4,cottage,1,1,1,1,1,1
cottage,9,A18MC27WTCEBA2,4,cottage,1,1,1,1,1,1
cottage,10,AJ3GCO6WRY31J,4,cottage,1,1,1,1,1,1
cottage,2,A3KVFSHZ2EL0WX,4,cottage,1,1,1,1,1,1
cottage,7,A3NLXFU5MR0JSR,4,cottage,1,1,1,1,1,1
dorm,9,A32JHON6BQQK90,4,dorm,1,1,1,1,1,1
dorm,10,A3Z8J9G2CIQ0U,4,dorm,1,1,1,1,1,1
dorm,8,A1SWLR0UPOFRCW,4,dorm,1,1,1,1,1,1
dorm,6,A3KVFSHZ2EL0WX,4,dorm,1,1,1,1,1,1
dorm,5,AD4ALUT6LXXBU,4,dorm,1,1,1,1,1,1
dorm,4,A3Q0QELQPXR8QS,4,dorm,1,1,1,1,1,1
dorm,3,A3RQN5RZD1N2KP,4,dorm,1,1,1,1,1,1
dorm,7,A2XBRIR84FMHGR,4,dorm,1,1,1,1,1,1
dorm,5,AY0BJCGY2DHIX,4,dorm,1,1,1,1,1,1
dorm,7,A3NM3GAVMJEI3J,4,dorm,1,1,1,1,1,1
dorm,5,A14QSZG9TSDO3Z,4,dorm,1,1,1,1,1,1
dorm,13,A1GXFMAC759VRM,4,dorm,1,1,1,1,1,1
dorm,4,A3NLXFU5MR0JSR,4,dorm,1,1,1,1,1,1
dorm,4,A2HHQFXZDKMGAN,4,dorm,1,1,1,1,1,1
dorm,7,A1HN2W2M73O741,4,dorm,1,1,1,1,1,1
dorm,8,A2C39KTRMOM1XZ,4,dorm,1,1,1,1,1,1
duplex,5,AJ3GCO6WRY31J,4,duplex,1,1,1,1,1,1
duplex,11,A3Q0QELQPXR8QS,4,duplex,1,1,1,1,1,1
duplex,10,A18MC27WTCEBA2,4,duplex,1,1,1,1,1,1
duplex,13,A1HN2W2M73O741,4,duplex,1,1,1,1,1,1
duplex,4,AD4ALUT6LXXBU,4,duplex,1,1,1,1,1,1
duplex,10,A14QSZG9TSDO3Z,4,duplex,1,1,1,1,1,1
duplex,3,A3KVFSHZ2EL0WX,4,duplex,1,1,1,1,1,1
duplex,7,A32JHON6BQQK90,4,duplex,1,1,1,1,1,1
hotel,6,A2JA8QB8PGYGHJ,4,hotel,1,1,1,1,1,1
hotel,14,A3RQN5RZD1N2KP,4,hotel,1,1,1,1,1,1
hotel,6,AD4ALUT6LXXBU,4,hotel,1,1,1,1,1,1
hotel,6,A1SWLR0UPOFRCW,4,hotel,1,1,1,1,1,1
hotel,4,A3NM3GAVMJEI3J,4,hotel,1,1,1,1,1,1
hotel,2,A18MC27WTCEBA2,4,hotel,1,1,1,1,1,1
hotel,4,A1GXFMAC759VRM,4,hotel,1,1,1,1,1,1
hotel,15,A3KVFSHZ2EL0WX,4,hotel,1,1,1,1,1,1
hotel,3,A14QSZG9TSDO3Z,4,hotel,1,1,1,1,1,1
hotel,6,AZ57C58RDAMJF,4,hotel,1,1,1,1,1,1
hotel,2,A3NLXFU5MR0JSR,4,hotel,1,1,1,1,1,1
hotel,1,AY0BJCGY2DHIX,4,hotel,1,1,1,1,1,1
hotel,7,AJ3GCO6WRY31J,4,hotel,1,1,1,1,1,1
house,9,A2JA8QB8PGYGHJ,4,NA,0,0,0,1,1,1
houseboat,1,A2C39KTRMOM1XZ,4,houseboat,1,1,1,1,1,1
houseboat,12,A3RQN5RZD1N2KP,4,houseboat,1,1,1,1,1,1
houseboat,1,A3NM3GAVMJEI3J,4,houseboat,1,1,1,1,1,1
houseboat,1,A2HHQFXZDKMGAN,4,houseboat,1,1,1,1,1,1
houseboat,1,A1GXFMAC759VRM,4,houseboat,1,1,1,1,1,1
houseboat,12,A14QSZG9TSDO3Z,4,houseboat,1,1,1,1,1,1
houseboat,14,AY0BJCGY2DHIX,4,houseboat,1,1,1,1,1,1
igloo,4,A3KVFSHZ2EL0WX,4,igloo,1,1,1,1,1,1
igloo,12,A3Z8J9G2CIQ0U,4,igloo,1,1,1,1,1,1
igloo,14,A1SWLR0UPOFRCW,4,igloo,1,1,1,1,1,1
igloo,13,A3NLXFU5MR0JSR,4,igloo,1,1,1,1,1,1
igloo,9,A2HHQFXZDKMGAN,4,igloo,1,1,1,1,1,1
igloo,5,AZ57C58RDAMJF,4,igloo,1,1,1,1,1,1
igloo,5,A1HN2W2M73O741,4,igloo,1,1,1,1,1,1
igloo,1,A2XBRIR84FMHGR,4,igloo,1,1,1,1,1,1
igloo,9,AY0BJCGY2DHIX,4,igloo,1,1,1,1,1,1
igloo,3,AD4ALUT6LXXBU,4,igloo,1,1,1,1,1,1
igloo,5,A32JHON6BQQK90,4,igloo,1,1,1,1,1,1
lodge,8,AZ57C58RDAMJF,4,lodge,1,1,1,1,1,1
lodge,9,A3NLXFU5MR0JSR,4,lodge,1,1,1,1,1,1
lodge,16,A3RQN5RZD1N2KP,4,lodge,1,1,1,1,1,1
lodge,6,A1GXFMAC759VRM,4,lodge,1,1,1,1,1,1
lodge,2,A2JA8QB8PGYGHJ,4,lodge,1,1,1,1,1,1
lodge,3,A2C39KTRMOM1XZ,4,lodge,1,1,1,1,1,1
lodge,10,A2XBRIR84FMHGR,4,lodge,1,1,1,1,1,1
lodge,10,A1SWLR0UPOFRCW,4,lodge,1,1,1,1,1,1
mansion,1,A14QSZG9TSDO3Z,4,mansion,1,1,1,1,1,1
mansion,11,A3KVFSHZ2EL0WX,4,mansion,1,1,1,1,1,1
mansion,6,AJ3GCO6WRY31J,4,mansion,1,1,1,1,1,1
mansion,10,A1GXFMAC759VRM,4,mansion,1,1,1,1,1,1
mansion,8,A32JHON6BQQK90,4,mansion,1,1,1,1,1,1
mansion,11,A18MC27WTCEBA2,4,mansion,1,1,1,1,1,1
mansion,10,A3NLXFU5MR0JSR,4,mansion,1,1,1,1,1,1
mansion,3,A1HN2W2M73O741,4,mansion,1,1,1,1,1,1
mansion,7,A3RQN5RZD1N2KP,4,mansion,1,1,1,1,1,1
mansion,3,A2HHQFXZDKMGAN,4,mansion,1,1,1,1,1,1
mansion,6,AY0BJCGY2DHIX,4,mansion,1,1,1,1,1,1
mansion,4,A2C39KTRMOM1XZ,4,mansion,1,1,1,1,1,1
mansion,2,A1SWLR0UPOFRCW,4,mansion,1,1,1,1,1,1
mansion,6,A3Z8J9G2CIQ0U,4,mansion,1,1,1,1,1,1
mansion,10,AD4ALUT6LXXBU,4,mansion,1,1,1,1,1,1
mansion,3,AZ57C58RDAMJF,4,mansion,1,1,1,1,1,1
mansion,10,A3Q0QELQPXR8QS,4,mansion,1,1,1,1,1,1
motel,1,A18MC27WTCEBA2,4,motel,1,1,1,1,1,1
motel,13,A3RQN5RZD1N2KP,4,motel,1,1,1,1,1,1
motel,7,AZ57C58RDAMJF,4,motel,1,1,1,1,1,1
motel,9,A2XBRIR84FMHGR,4,motel,1,1,1,1,1,1
motel,5,A1SWLR0UPOFRCW,4,motel,1,1,1,1,1,1
motel,4,A14QSZG9TSDO3Z,4,motel,1,1,1,1,1,1
motel,14,A3KVFSHZ2EL0WX,4,motel,1,1,1,1,1,1
motel,3,A3NM3GAVMJEI3J,4,motel,1,1,1,1,1,1
motel,1,A3NLXFU5MR0JSR,4,motel,1,1,1,1,1,1
motel,3,A1GXFMAC759VRM,4,motel,1,1,1,1,1,1
motel,1,A3Q0QELQPXR8QS,4,motel,1,1,1,1,1,1
motel,2,AY0BJCGY2DHIX,4,motel,1,1,1,1,1,1
motel,7,AD4ALUT6LXXBU,4,motel,1,1,1,1,1,1
pala,12,AJ3GCO6WRY31J,4,NA,0,0,1,1,1,1
palace,11,A1GXFMAC759VRM,4,palace,1,1,1,1,1,1
palace,6,A3Q0QELQPXR8QS,4,palace,1,1,1,1,1,1
palace,4,A1SWLR0UPOFRCW,4,palace,1,1,1,1,1,1
palace,6,A2HHQFXZDKMGAN,4,palace,1,1,1,1,1,1
palace,6,A3NLXFU5MR0JSR,4,palace,1,1,1,1,1,1
palace,2,A1HN2W2M73O741,4,palace,1,1,1,1,1,1
palace,3,A18MC27WTCEBA2,4,palace,1,1,1,1,1,1
palace,6,A3RQN5RZD1N2KP,4,palace,1,1,1,1,1,1
palace,2,A2C39KTRMOM1XZ,4,palace,1,1,1,1,1,1
palace,9,A3KVFSHZ2EL0WX,4,palace,1,1,1,1,1,1
palace,8,AD4ALUT6LXXBU,4,palace,1,1,1,1,1,1
palace,2,A3NM3GAVMJEI3J,4,palace,1,1,1,1,1,1
palace,11,A32JHON6BQQK90,4,palace,1,1,1,1,1,1
palace,2,AZ57C58RDAMJF,4,palace,1,1,1,1,1,1
palace,8,A3Z8J9G2CIQ0U,4,palace,1,1,1,1,1,1
palace,8,AY0BJCGY2DHIX,4,palace,1,1,1,1,1,1
penthouse,1,A1SWLR0UPOFRCW,4,penthouse,1,1,1,1,1,1
penthouse,12,A32JHON6BQQK90,4,penthouse,1,1,1,1,1,1
penthouse,5,A2HHQFXZDKMGAN,4,penthouse,1,1,1,1,1,1
penthouse,2,A3RQN5RZD1N2KP,4,penthouse,1,1,1,1,1,1
penthouse,9,A14QSZG9TSDO3Z,4,penthouse,1,1,1,1,1,1
penthouse,11,A1HN2W2M73O741,4,penthouse,1,1,1,1,1,1
penthouse,12,AD4ALUT6LXXBU,4,penthouse,1,1,1,1,1,1
penthouse,4,A3Z8J9G2CIQ0U,4,penthouse,1,1,1,1,1,1
penthouse,5,A2XBRIR84FMHGR,4,penthouse,1,1,1,1,1,1
penthouse,12,A3KVFSHZ2EL0WX,4,penthouse,1,1,1,1,1,1
penthouse,2,A1GXFMAC759VRM,4,penthouse,1,1,1,1,1,1
room,14,A1GXFMAC759VRM,4,room,1,1,1,1,1,1
room,6,A14QSZG9TSDO3Z,4,room,1,1,1,1,1,1
room,7,A1SWLR0UPOFRCW,4,room,1,1,1,1,1,1
room,5,A3KVFSHZ2EL0WX,4,room,1,1,1,1,1,1
room,4,A1HN2W2M73O741,4,room,1,1,1,1,1,1
room,9,A3RQN5RZD1N2KP,4,room,1,1,1,1,1,1
room,7,A3Q0QELQPXR8QS,4,room,1,1,1,1,1,1
room,3,A3Z8J9G2CIQ0U,4,room,1,1,1,1,1,1
room,8,A2XBRIR84FMHGR,4,room,1,1,1,1,1,1
room,4,AY0BJCGY2DHIX,4,room,1,1,1,1,1,1
room,5,A2JA8QB8PGYGHJ,4,room,1,1,1,1,1,1
room,1,A32JHON6BQQK90,4,room,1,1,1,1,1,1
room,3,A3NLXFU5MR0JSR,4,room,1,1,1,1,1,1
room,11,AJ3GCO6WRY31J,4,room,1,1,1,1,1,1
shack,6,A3NM3GAVMJEI3J,4,shack,1,1,1,1,1,1
shack,2,A2HHQFXZDKMGAN,4,shack,1,1,1,1,1,1
shack,12,A1GXFMAC759VRM,4,shack,1,1,1,1,1,1
shack,11,A3RQN5RZD1N2KP,4,shack,1,1,1,1,1,1
shack,7,A18MC27WTCEBA2,4,shack,1,1,1,1,1,1
shack,2,A3Q0QELQPXR8QS,4,shack,1,1,1,1,1,1
shack,7,A3KVFSHZ2EL0WX,4,shack,1,1,1,1,1,1
shack,12,A1HN2W2M73O741,4,shack,1,1,1,1,1,1
shack,9,A3Z8J9G2CIQ0U,4,shack,1,1,1,1,1,1
shack,12,A1SWLR0UPOFRCW,4,shack,1,1,1,1,1,1
shack,14,A32JHON6BQQK90,4,shack,1,1,1,1,1,1
shack,5,A2C39KTRMOM1XZ,4,shack,1,1,1,1,1,1
teepee,15,A1GXFMAC759VRM,4,NA,0,1,1,1,1,1
teepee,4,A32JHON6BQQK90,4,NA,0,1,1,1,1,1
teepee,8,A14QSZG9TSDO3Z,4,NA,0,1,1,1,1,1
teepee,12,A3Q0QELQPXR8QS,4,NA,0,1,1,1,1,1
teepee,5,A3NM3GAVMJEI3J,4,NA,0,1,1,1,1,1
teepee,2,A2XBRIR84FMHGR,4,NA,0,1,1,1,1,1
teepee,4,AZ57C58RDAMJF,4,NA,0,1,1,1,1,1
tepe,4,A18MC27WTCEBA2,4,NA,0,1,1,1,1,1
tepee,8,A1HN2W2M73O741,4,tepee,1,1,1,1,1,1
tepee,9,AJ3GCO6WRY31J,4,tepee,1,1,1,1,1,1
tepee,8,A3RQN5RZD1N2KP,4,tepee,1,1,1,1,1,1
tepee,3,A2JA8QB8PGYGHJ,4,tepee,1,1,1,1,1,1
tepee,2,AD4ALUT6LXXBU,4,tepee,1,1,1,1,1,1
tepee,13,A1SWLR0UPOFRCW,4,tepee,1,1,1,1,1,1
tepee,10,AY0BJCGY2DHIX,4,tepee,1,1,1,1,1,1
town,8,A2JA8QB8PGYGHJ,4,NA,0,0,0,1,1,1
townhom,13,AD4ALUT6LXXBU,4,NA,0,1,1,1,1,1
townhome,9,A2C39KTRMOM1XZ,4,townhome,1,1,1,1,1,1
townhome,6,A32JHON6BQQK90,4,townhome,1,1,1,1,1,1
townhome,8,AJ3GCO6WRY31J,4,townhome,1,1,1,1,1,1
townhome,8,A1GXFMAC759VRM,4,townhome,1,1,1,1,1,1
townhome,1,A3RQN5RZD1N2KP,4,townhome,1,1,1,1,1,1
townhome,10,A1HN2W2M73O741,4,townhome,1,1,1,1,1,1
townhome,8,A2HHQFXZDKMGAN,4,townhome,1,1,1,1,1,1
townhome,11,AY0BJCGY2DHIX,4,townhome,1,1,1,1,1,1
townhouse,13,A3KVFSHZ2EL0WX,4,NA,0,0,1,1,1,1
townhouse,14,A3NLXFU5MR0JSR,4,NA,0,0,1,1,1,1
townhouse,8,A18MC27WTCEBA2,4,NA,0,0,1,1,1,1
townhouse,15,A1SWLR0UPOFRCW,4,NA,0,0,1,1,1,1
trailer,16,A1SWLR0UPOFRCW,4,trailer,1,1,1,1,1,1
trailer,4,A2XBRIR84FMHGR,4,trailer,1,1,1,1,1,1
trailer,13,A32JHON6BQQK90,4,trailer,1,1,1,1,1,1
trailer,1,A3Z8J9G2CIQ0U,4,trailer,1,1,1,1,1,1
trailer,8,A3KVFSHZ2EL0WX,4,trailer,1,1,1,1,1,1
trailer,10,A3RQN5RZD1N2KP,4,trailer,1,1,1,1,1,1
trailer,11,AD4ALUT6LXXBU,4,trailer,1,1,1,1,1,1
trailer,6,A2C39KTRMOM1XZ,4,trailer,1,1,1,1,1,1
trailer,15,AY0BJCGY2DHIX,4,trailer,1,1,1,1,1,1
trailer,2,A14QSZG9TSDO3Z,4,trailer,1,1,1,1,1,1
trailer,9,A3Q0QELQPXR8QS,4,trailer,1,1,1,1,1,1
traler,11,A3NLXFU5MR0JSR,4,NA,0,1,1,1,1,1
basket,4,AD4ALUT6LXXBU,5,basket,1,1,1,1,1,1
basket,8,AJ3GCO6WRY31J,5,basket,1,1,1,1,1,1
basket,5,A32JHON6BQQK90,5,basket,1,1,1,1,1,1
basket,5,A14QSZG9TSDO3Z,5,basket,1,1,1,1,1,1
basket,4,AZ57C58RDAMJF,5,basket,1,1,1,1,1,1
basket,4,A3RQN5RZD1N2KP,5,basket,1,1,1,1,1,1
bucket,4,A14QSZG9TSDO3Z,5,bucket,1,1,1,1,1,1
bucket,7,A18MC27WTCEBA2,5,bucket,1,1,1,1,1,1
bucket,5,AD4ALUT6LXXBU,5,bucket,1,1,1,1,1,1
bucket,5,AZ57C58RDAMJF,5,bucket,1,1,1,1,1,1
bucket,13,A1SWLR0UPOFRCW,5,bucket,1,1,1,1,1,1
bucket,6,A32JHON6BQQK90,5,bucket,1,1,1,1,1,1
bucket,1,AJ3GCO6WRY31J,5,bucket,1,1,1,1,1,1
bucket,2,A3Q0QELQPXR8QS,5,bucket,1,1,1,1,1,1
bucket,3,A3RQN5RZD1N2KP,5,bucket,1,1,1,1,1,1
bucket,3,A1HN2W2M73O741,5,bucket,1,1,1,1,1,1
clipper,5,AJ3GCO6WRY31J,5,NA,0,1,1,1,1,1
clippers,3,A2HHQFXZDKMGAN,5,clippers,1,1,1,1,1,1
clippers,7,A1HN2W2M73O741,5,clippers,1,1,1,1,1,1
clippers,3,A1GXFMAC759VRM,5,clippers,1,1,1,1,1,1
clippers,8,A32JHON6BQQK90,5,clippers,1,1,1,1,1,1
clippers,5,A1SWLR0UPOFRCW,5,clippers,1,1,1,1,1,1
clippers,1,AZ57C58RDAMJF,5,clippers,1,1,1,1,1,1
clippers,3,A2XBRIR84FMHGR,5,clippers,1,1,1,1,1,1
compost,1,A18MC27WTCEBA2,5,compost,1,1,1,1,1,1
compost,11,AY0BJCGY2DHIX,5,compost,1,1,1,1,1,1
compost,6,A2JA8QB8PGYGHJ,5,compost,1,1,1,1,1,1
compost,8,AD4ALUT6LXXBU,5,compost,1,1,1,1,1,1
compost,1,A32JHON6BQQK90,5,compost,1,1,1,1,1,1
compost,16,A1SWLR0UPOFRCW,5,compost,1,1,1,1,1,1
compost,7,A3NLXFU5MR0JSR,5,compost,1,1,1,1,1,1
compost,2,AJ3GCO6WRY31J,5,compost,1,1,1,1,1,1
compost,4,A2HHQFXZDKMGAN,5,compost,1,1,1,1,1,1
crawel,3,A3NM3GAVMJEI3J,5,NA,0,0,1,1,1,1
cultivater,3,A3Z8J9G2CIQ0U,5,NA,0,1,1,1,1,1
cultivator,10,A3RQN5RZD1N2KP,5,cultivator,1,1,1,1,1,1
cultivator,6,AJ3GCO6WRY31J,5,cultivator,1,1,1,1,1,1
cultivator,1,A2C39KTRMOM1XZ,5,cultivator,1,1,1,1,1,1
cultivator,7,AD4ALUT6LXXBU,5,cultivator,1,1,1,1,1,1
cultivator,2,AY0BJCGY2DHIX,5,cultivator,1,1,1,1,1,1
cultivator,8,A1SWLR0UPOFRCW,5,cultivator,1,1,1,1,1,1
cultivator,10,A3KVFSHZ2EL0WX,5,cultivator,1,1,1,1,1,1
edger,8,A2HHQFXZDKMGAN,5,edger,1,1,1,1,1,1
edger,7,A1SWLR0UPOFRCW,5,edger,1,1,1,1,1,1
edger,8,A2JA8QB8PGYGHJ,5,edger,1,1,1,1,1,1
edger,9,A32JHON6BQQK90,5,edger,1,1,1,1,1,1
edger,3,AY0BJCGY2DHIX,5,edger,1,1,1,1,1,1
edger,8,A3Q0QELQPXR8QS,5,edger,1,1,1,1,1,1
edger,4,A3KVFSHZ2EL0WX,5,edger,1,1,1,1,1,1
edger,6,A3RQN5RZD1N2KP,5,edger,1,1,1,1,1,1
edger,1,AD4ALUT6LXXBU,5,edger,1,1,1,1,1,1
edger,1,A2XBRIR84FMHGR,5,edger,1,1,1,1,1,1
edgers,5,A1HN2W2M73O741,5,NA,0,1,1,1,1,1
feeder,9,A3Q0QELQPXR8QS,5,NA,0,0,0,1,1,1
h,12,AD4ALUT6LXXBU,5,NA,0,0,0,0,1,1
lawnmower,14,A3RQN5RZD1N2KP,5,NA,0,0,0,0,0,1
machete,2,A2JA8QB8PGYGHJ,5,machete,1,1,1,1,1,1
machete,6,A2C39KTRMOM1XZ,5,machete,1,1,1,1,1,1
machete,5,A3Z8J9G2CIQ0U,5,machete,1,1,1,1,1,1
machete,10,AJ3GCO6WRY31J,5,machete,1,1,1,1,1,1
machete,8,A14QSZG9TSDO3Z,5,machete,1,1,1,1,1,1
machete,12,A1SWLR0UPOFRCW,5,machete,1,1,1,1,1,1
